id,class,reactants>reagents>production
US20150094328A1,1,[CH2:1]=[O:32].[NH:2]1[CH2:3][CH2:4][CH2:5][C@H:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][n:12]([CH2:13][c:14]3[cH:15][cH:16][c:17](-[n:18]4[cH:19][cH:20][cH:21][n:22]4)[cH:23][cH:24]3)[c:25]3[cH:26][cH:27][cH:28][n:29][c:30]23)[CH2:31]1>>[CH3:1][N:2]1[CH2:3][CH2:4][CH2:5][C@H:6]([NH:7][C:8](=[O:9])[c:10]2[cH:11][n:12]([CH2:13][c:14]3[cH:15][cH:16][c:17](-[n:18]4[cH:19][cH:20][cH:21][n:22]4)[cH:23][cH:24]3)[c:25]3[cH:26][cH:27][cH:28][n:29][c:30]23)[CH2:31]1
US08389514B2,9,[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([F:7])[c:8]([F:9])[c:10]([NH2:11])[c:12]3[c:13](=[O:14])[c:15]([C:16]([NH2:17])=[O:21])[cH:18][n:19]1[c:20]23>>[CH3:1][C@H:2]1[CH2:3][O:4][c:5]2[c:6]([F:7])[c:8]([F:9])[c:10]([NH2:11])[c:12]3[c:13](=[O:14])[c:15]([C:16]#[N:17])[cH:18][n:19]1[c:20]23
US20120157448A1,3,[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][c:7]([B:34]2[O:33][C:31]([CH3:30])([CH3:32])[C:36]([CH3:37])([CH3:38])[O:35]2)[cH:28]1.[c:8]1([Br:29])[cH:9][cH:10][c:11]2[c:12]([cH:13]1)[C:14]1([CH2:15][O:16][C:17]([NH2:18])=[N:19]1)[C@H:20]1[CH2:21][C:22](=[O:23])[CH2:24][CH2:25][C@@H:26]1[O:27]2>>[N:1]#[C:2][c:3]1[cH:4][n:5][cH:6][c:7](-[c:8]2[cH:9][cH:10][c:11]3[c:12]([cH:13]2)[C:14]2([CH2:15][O:16][C:17]([NH2:18])=[N:19]2)[C@H:20]2[CH2:21][C:22](=[O:23])[CH2:24][CH2:25][C@@H:26]2[O:27]3)[cH:28]1
US20150141400A1,2,[C:17](=[O:18])([O:19][CH2:20][c:21]1[cH:22][cH:23][cH:24][cH:25][cH:26]1)[Cl:28].[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][C@H:12]([O:13][CH2:14][CH2:15][NH2:16])[CH2:27]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH2:11][C@H:12]([O:13][CH2:14][CH2:15][NH:16][C:17](=[O:18])[O:19][CH2:20][c:21]2[cH:22][cH:23][cH:24][cH:25][cH:26]2)[CH2:27]1
US20080207563A1,6,[NH:1]([C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1)[C:14](=[O:15])[NH:16][c:17]1[cH:18][cH:19][c:20]([I:21])[cH:22][c:23]1[F:24])[C:26](=[O:25])[O:27][CH2:28][CH:29]1[c:30]2[cH:31][cH:32][cH:33][cH:34][c:35]2-[c:36]2[cH:37][cH:38][cH:39][cH:40][c:41]21>>[NH2:1][C@@H:2]([CH2:3][c:4]1[cH:5][cH:6][c:7]2[cH:8][cH:9][cH:10][cH:11][c:12]2[cH:13]1)[C:14](=[O:15])[NH:16][c:17]1[cH:18][cH:19][c:20]([I:21])[cH:22][c:23]1[F:24]
US20120094995A1,2,[CH3:1][S:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[OH:27].[NH2:11][C@H:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[C:19]12[CH2:20][CH2:21][CH:22]([CH2:23][CH2:24]1)[N:25]2[CH3:26]>>[CH3:1][S:2][c:3]1[n:4][cH:5][cH:6][cH:7][c:8]1[C:9](=[O:10])[NH:11][C@H:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)[C:19]12[CH2:20][CH2:21][CH:22]([CH2:23][CH2:24]1)[N:25]2[CH3:26]
US20090099181A1,3,[CH3:1][S@@:2](=[O:3])(=[N:4][C:5](=[O:6])[c:7]1[cH:8][n:9][cH:10][c:11]([Br:28])[cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[CH:12]#[C:13][c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1>>[CH3:1][S@@:2](=[O:3])(=[N:4][C:5](=[O:6])[c:7]1[cH:8][n:9][cH:10][c:11]([C:12]#[C:13][c:14]2[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]2)[cH:21]1)[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1
US05021439,3,[CH3:1][O:2][C:3](=[O:4])[C@@H:5]1[CH2:6][CH2:7][C:16](=[O:17])[N:18]1[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25].[CH:8](=[O:9])[c:10]1[cH:11][cH:12][cH:13][cH:14][cH:15]1>>[CH3:1][O:2][C:3](=[O:4])[C@@H:5]1[CH2:6][CH:7]([CH:8]([OH:9])[c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[C:16](=[O:17])[N:18]1[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25]
US20080045530A1,2,[C:7](=[O:8])([C@@H:9]1[CH2:10][C@H:11]([O:12][c:13]2[cH:14][c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[n:22][c:23]3[cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29][c:30]23)[CH2:31][C@@H:32]1[NH:33][C:34](=[O:35])[O:36][C:37]([CH3:38])([CH3:39])[CH3:40])[OH:61].[CH2:1]=[CH:2][C@@H:3]1[CH2:4][C@:5]1([NH2:6])[C:41](=[O:42])[NH:43][S:44](=[O:45])(=[O:46])[c:47]1[cH:48][cH:49][cH:50][c:51]([O:52][CH2:53][c:54]2[cH:55][cH:56][cH:57][cH:58][cH:59]2)[cH:60]1>>[CH2:1]=[CH:2][C@@H:3]1[CH2:4][C@:5]1([NH:6][C:7](=[O:8])[C@@H:9]1[CH2:10][C@H:11]([O:12][c:13]2[cH:14][c:15](-[c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[n:22][c:23]3[cH:24][c:25]([O:26][CH3:27])[cH:28][cH:29][c:30]23)[CH2:31][C@@H:32]1[NH:33][C:34](=[O:35])[O:36][C:37]([CH3:38])([CH3:39])[CH3:40])[C:41](=[O:42])[NH:43][S:44](=[O:45])(=[O:46])[c:47]1[cH:48][cH:49][cH:50][c:51]([O:52][CH2:53][c:54]2[cH:55][cH:56][cH:57][cH:58][cH:59]2)[cH:60]1
US07214690B2,1,[CH3:1][CH2:2][CH:3]=[O:27].[NH:4]1[c:5]2[cH:6][cH:7][c:8]3[n:9][c:10]([O:11][CH:12]([CH3:13])[CH3:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[c:21]3[c:22]2[O:23][CH2:24][C@H:25]1[CH3:26]>>[CH3:1][CH2:2][CH2:3][N:4]1[c:5]2[cH:6][cH:7][c:8]3[n:9][c:10]([O:11][CH:12]([CH3:13])[CH3:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[c:21]3[c:22]2[O:23][CH2:24][C@H:25]1[CH3:26]
US05595996,6,[CH3:1][CH:2]([CH3:3])[Si:4]([O:5][C@H:6]1[CH2:7][CH2:8][C@@:9]2([CH3:10])[C:11](=[CH:12][C:13](=[O:14])[C@@H:15]3[C@@H:16]2[CH2:17][CH2:18][C@@:19]2([CH3:20])[C@H:21]3[CH2:22][CH2:23][C@@H:24]2[C@H:25]([CH3:26])[CH2:27][CH2:28][C:29](=[O:30])[O:31][CH3:39])[CH2:32]1)([CH:33]([CH3:34])[CH3:35])[CH:36]([CH3:37])[CH3:38]>>[CH3:1][CH:2]([CH3:3])[Si:4]([O:5][C@H:6]1[CH2:7][CH2:8][C@@:9]2([CH3:10])[C:11](=[CH:12][C:13](=[O:14])[C@@H:15]3[C@@H:16]2[CH2:17][CH2:18][C@@:19]2([CH3:20])[C@H:21]3[CH2:22][CH2:23][C@@H:24]2[C@H:25]([CH3:26])[CH2:27][CH2:28][C:29](=[O:30])[OH:31])[CH2:32]1)([CH:33]([CH3:34])[CH3:35])[CH:36]([CH3:37])[CH3:38]
US20150133473A1,7,[CH3:1][C@H:2]1[CH2:3][N:4]([c:5]2[cH:6][cH:7][n:8][cH:9][c:10]2[N+:11](=[O:31])[O-:32])[CH2:12][C@@H:13]([NH:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[C@@H:22]1[O:23][Si:24]([CH3:25])([CH3:26])[C:27]([CH3:28])([CH3:29])[CH3:30]>>[CH3:1][C@H:2]1[CH2:3][N:4]([c:5]2[cH:6][cH:7][n:8][cH:9][c:10]2[NH2:11])[CH2:12][C@@H:13]([NH:14][C:15](=[O:16])[O:17][C:18]([CH3:19])([CH3:20])[CH3:21])[C@@H:22]1[O:23][Si:24]([CH3:25])([CH3:26])[C:27]([CH3:28])([CH3:29])[CH3:30]
US05847135,7,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH:9]([CH2:10][NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[N+:18](=[O:22])[O-:23])[C:19](=[O:20])[OH:21]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[NH2:18])[C:19](=[O:20])[OH:21]
US20100120859A1,1,[CH2:51]([c:52]1[cH:53][cH:54][c:55]([C:56](=[O:57])[O:58][CH3:59])[cH:60][cH:61]1)[Br:63].[CH3:1][O:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][c:8]([CH2:9][N:10]([C:11](=[O:12])[C@H:13]2[CH2:14][N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24][C@@H:25]2[c:26]2[cH:27][cH:28][c:29]([O:30][CH2:31][CH2:32][O:33][c:34]3[c:35]([Cl:36])[cH:37][c:38]([CH3:39])[cH:40][c:41]3[Cl:42])[cH:43][cH:44]2)[CH:45]2[CH2:46][CH2:47]2)[cH:48][c:49]([OH:50])[cH:62]1>>[CH3:1][O:2][CH2:3][CH2:4][CH2:5][c:6]1[cH:7][c:8]([CH2:9][N:10]([C:11](=[O:12])[C@H:13]2[CH2:14][N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23][CH2:24][C@@H:25]2[c:26]2[cH:27][cH:28][c:29]([O:30][CH2:31][CH2:32][O:33][c:34]3[c:35]([Cl:36])[cH:37][c:38]([CH3:39])[cH:40][c:41]3[Cl:42])[cH:43][cH:44]2)[CH:45]2[CH2:46][CH2:47]2)[cH:48][c:49]([O:50][CH2:51][c:52]2[cH:53][cH:54][c:55]([C:56](=[O:57])[O:58][CH3:59])[cH:60][cH:61]2)[cH:62]1
US20110166344A1,2,[C:19](=[O:20])([CH2:21][C:22]1=[N:23][S:24](=[O:25])(=[O:26])[c:27]2[cH:28][c:29]([I:30])[cH:31][cH:32][c:33]2[NH:34]1)[OH:35].[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@@H:6]1[C@H:7]2[CH2:8][CH2:9][C@H:10]([CH2:11]2)[C@@H:12]1[NH:13][CH2:14][CH2:15][CH:16]([CH3:17])[CH3:18]>>[CH3:1][CH2:2][O:3][C:4](=[O:5])[C@@H:6]1[C@H:7]2[CH2:8][CH2:9][C@H:10]([CH2:11]2)[C@@H:12]1[N:13]([CH2:14][CH2:15][CH:16]([CH3:17])[CH3:18])[C:19](=[O:20])[CH2:21][C:22]1=[N:23][S:24](=[O:25])(=[O:26])[c:27]2[cH:28][c:29]([I:30])[cH:31][cH:32][c:33]2[NH:34]1
US20110245264A1,6,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][OH:11])[c:12]1[cH:13][cH:14][c:15]([O:16][CH2:23][c:22]2[cH:21][cH:20][cH:19][cH:25][cH:24]2)[cH:17][cH:18]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][C@@H:9]([CH2:10][OH:11])[c:12]1[cH:13][cH:14][c:15]([OH:16])[cH:17][cH:18]1
US20090111820A1,2,[CH3:1][N:2]=[C:3]=[S:4].[NH:5]1[C@@H:6]([c:7]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]3)[o:17][n:18]2)[CH2:19][C@H:20]2[CH2:21][C@@H:22]12>>[CH3:1][NH:2][C:3](=[S:4])[N:5]1[C@@H:6]([c:7]2[cH:8][c:9](-[c:10]3[cH:11][cH:12][cH:13][c:14]([CH3:15])[cH:16]3)[o:17][n:18]2)[CH2:19][C@H:20]2[CH2:21][C@@H:22]12
US06441017B1,2,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[cH:9][n:10][cH:11][c:12]2[CH2:13][C:14](=[O:15])[O-:37])[cH:34][c:35]1[F:36].[NH2:16][C@@H:17]1[CH2:18][CH2:19][N:20]([c:21]2[cH:22][cH:23][cH:24][c:25]3[cH:26][cH:27][c:28]([OH:29])[cH:30][c:31]23)[C:32]1=[O:33]>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([CH2:7][n:8]2[cH:9][n:10][cH:11][c:12]2[CH2:13][C:14](=[O:15])[NH:16][C@@H:17]2[CH2:18][CH2:19][N:20]([c:21]3[cH:22][cH:23][cH:24][c:25]4[cH:26][cH:27][c:28]([OH:29])[cH:30][c:31]34)[C:32]2=[O:33])[cH:34][c:35]1[F:36]
US20120142724A1,1,[CH3:1][I:23].[OH:2][CH2:3][CH2:4][C@H:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C@@H:15]([CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>>[CH3:1][O:2][CH2:3][CH2:4][C@H:5]([CH3:6])[N:7]([CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[C@@H:15]([CH3:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
US20140206681A1,2,[CH3:1][NH:2][C:3](=[O:4])[Cl:42].[NH:5]1[CH2:6][C@H:7]([c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][c:14]([C:15](=[O:16])[NH:17][c:18]4[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26][n:27]4)[cH:28][cH:29]3)[c:30]3[c:31]([NH2:32])[n:33][cH:34][cH:35][n:36]23)[CH2:37][CH2:38][C@H:39]1[CH2:40][OH:41]>>[CH3:1][NH:2][C:3](=[O:4])[N:5]1[CH2:6][C@H:7]([c:8]2[n:9][c:10](-[c:11]3[cH:12][cH:13][c:14]([C:15](=[O:16])[NH:17][c:18]4[cH:19][c:20]([C:21]([F:22])([F:23])[F:24])[cH:25][cH:26][n:27]4)[cH:28][cH:29]3)[c:30]3[c:31]([NH2:32])[n:33][cH:34][cH:35][n:36]23)[CH2:37][CH2:38][C@H:39]1[CH2:40][OH:41]
US07977485B2,2,[NH:26]1[CH2:27][CH:28]=[CH:29][CH2:30]1.[O:1]=[C:2]([NH:3][C@H:4]1[CH2:5][N:6]2[CH2:7][CH2:8][CH:9]1[CH2:10][CH2:11]2)[c:12]1[cH:13][c:14]2[cH:15][cH:16][cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([C:24](=[O:25])[OH:34])[cH:31]3)[c:32]2[s:33]1>>[O:1]=[C:2]([NH:3][C@H:4]1[CH2:5][N:6]2[CH2:7][CH2:8][CH:9]1[CH2:10][CH2:11]2)[c:12]1[cH:13][c:14]2[cH:15][cH:16][cH:17][c:18](-[c:19]3[cH:20][cH:21][cH:22][c:23]([C:24](=[O:25])[N:26]4[CH2:27][CH:28]=[CH:29][CH2:30]4)[cH:31]3)[c:32]2[s:33]1
US20120302549A1,2,[C:18](=[O:19])([c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][n:26]1)[OH:31].[CH3:1][C:2]1([CH3:3])[CH2:4][C@@:5]2([N:6]=[C:7]([NH2:8])[O:9][CH2:10][C:11]2([F:12])[F:13])[c:14]2[cH:15][c:16]([NH2:17])[cH:27][cH:28][c:29]2[O:30]1>>[CH3:1][C:2]1([CH3:3])[CH2:4][C@@:5]2([N:6]=[C:7]([NH2:8])[O:9][CH2:10][C:11]2([F:12])[F:13])[c:14]2[cH:15][c:16]([NH:17][C:18](=[O:19])[c:20]3[cH:21][cH:22][c:23]([Cl:24])[cH:25][n:26]3)[cH:27][cH:28][c:29]2[O:30]1
US05597845,1,[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][N:7]([CH3:8])[C:9](=[O:10])[C@H:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[N:19]([CH2:20][CH:21]=[O:52])[C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])[cH:45][c:46]([O:47][CH3:48])[c:49]1[O:50][CH3:51].[NH2:22][C@H:23]([CH2:24][C:25](=[O:26])[OH:27])[CH2:28][c:29]1[cH:30][nH:31][c:32]2[cH:33][cH:34][cH:35][cH:36][c:37]12>>[CH3:1][O:2][c:3]1[cH:4][c:5]([CH2:6][N:7]([CH3:8])[C:9](=[O:10])[C@H:11]([CH2:12][c:13]2[cH:14][cH:15][cH:16][cH:17][cH:18]2)[N:19]([CH2:20][CH2:21][NH:22][C@H:23]([CH2:24][C:25](=[O:26])[OH:27])[CH2:28][c:29]2[cH:30][nH:31][c:32]3[cH:33][cH:34][cH:35][cH:36][c:37]23)[C:38](=[O:39])[O:40][C:41]([CH3:42])([CH3:43])[CH3:44])[cH:45][c:46]([O:47][CH3:48])[c:49]1[O:50][CH3:51]
US20020133015A1,3,[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH2:6][c:7]1[cH:8][cH:9][c:10]([I:34])[cH:24][cH:25]1)[NH:26][C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33].[c:11]1([I:35])[c:12]([CH3:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]([CH3:21])[c:22]1=[O:23]>>[CH3:1][O:2][C:3](=[O:4])[C@H:5]([CH2:6][c:7]1[cH:8][cH:9][c:10](-[c:11]2[c:12]([CH3:13])[cH:14][c:15]([C:16]([F:17])([F:18])[F:19])[n:20]([CH3:21])[c:22]2=[O:23])[cH:24][cH:25]1)[NH:26][C:27](=[O:28])[O:29][C:30]([CH3:31])([CH3:32])[CH3:33]
US20150252038A1,6,[O:1]=[C:2]([O:3][CH3:31])[c:4]1[cH:5][c:6]([CH:7]2[CH2:8][CH2:9]2)[c:10]([O:11][C@@H:12]2[CH2:13][CH2:14][CH2:15][N:16]([CH2:17][C:18]3([C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24][CH2:25][CH2:26]3)[CH2:27]2)[cH:28][c:29]1[F:30]>>[O:1]=[C:2]([OH:3])[c:4]1[cH:5][c:6]([CH:7]2[CH2:8][CH2:9]2)[c:10]([O:11][C@@H:12]2[CH2:13][CH2:14][CH2:15][N:16]([CH2:17][C:18]3([C:19]([F:20])([F:21])[F:22])[CH2:23][CH2:24][CH2:25][CH2:26]3)[CH2:27]2)[cH:28][c:29]1[F:30]
US20080249102A1,2,[CH3:1][C:2]([CH3:3])([CH3:4])[C@H:5]([NH2:6])[C:11](=[O:12])[OH:13].[S:7]([CH3:8])(=[O:9])(=[O:10])[Cl:14]>>[CH3:1][C:2]([CH3:3])([CH3:4])[C@H:5]([NH:6][S:7]([CH3:8])(=[O:9])=[O:10])[C:11](=[O:12])[OH:13]
US20120094981A1,1,[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([F:21])[cH:15][c:16]1[C:17]([F:18])([F:19])[F:20].[NH2:7][C@H:8]1[CH2:9][CH2:10][C@H:11]([OH:12])[CH2:13][CH2:14]1>>[N:1]#[C:2][c:3]1[cH:4][cH:5][c:6]([NH:7][CH:8]2[CH2:9][CH2:10][CH:11]([OH:12])[CH2:13][CH2:14]2)[cH:15][c:16]1[C:17]([F:18])([F:19])[F:20]
US20060287457A1,6,[CH2:1]=[CH:2][C:3](=[O:4])[NH:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C:22](=[O:23])[O:24][CH2:26][CH3:25]>>[CH2:1]=[CH:2][C:3](=[O:4])[NH:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][C:11](=[O:12])[NH:13][C@@H:14]([CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[C:22](=[O:23])[OH:24]
US20150094328A1,1,[CH3:1][c:2]1[cH:3][n:4][c:5]([CH2:6][Br:28])[s:27]1.[nH:7]1[cH:8][c:9]([C:10](=[O:11])[NH:12][C@H:13]2[CH2:14][CH2:15][CH2:16][CH2:17][C@@H:18]2[OH:19])[c:20]2[n:21][cH:22][cH:23][c:24]([Cl:25])[c:26]12>>[CH3:1][c:2]1[cH:3][n:4][c:5]([CH2:6][n:7]2[cH:8][c:9]([C:10](=[O:11])[NH:12][C@H:13]3[CH2:14][CH2:15][CH2:16][CH2:17][C@@H:18]3[OH:19])[c:20]3[n:21][cH:22][cH:23][c:24]([Cl:25])[c:26]23)[s:27]1
US20080132482A1,2,[NH:10]1[C:11](=[O:12])[O:13][CH2:14][C@H:15]1[CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1.[O:1]=[C:2]([CH2:3][CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9]1)[Cl:23]>>[O:1]=[C:2]([CH2:3][CH2:4][CH:5]1[CH2:6][CH2:7][CH2:8][CH2:9]1)[N:10]1[C:11](=[O:12])[O:13][CH2:14][C@H:15]1[CH2:16][c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1
US07645781B2,9,[CH3:1][CH2:2][n:3]1[c:4](=[O:5])[o:6][c:7]2[cH:8][c:9]([N:10]3[CH2:11][C@H:12]([C:13](=[O:15])[O:24][CH3:23])[O:16][C:17]3=[O:18])[cH:19][c:20]([F:21])[c:22]12.[NH3:14]>>[CH3:1][CH2:2][n:3]1[c:4](=[O:5])[o:6][c:7]2[cH:8][c:9]([N:10]3[CH2:11][C@H:12]([C:13]([NH2:14])=[O:15])[O:16][C:17]3=[O:18])[cH:19][c:20]([F:21])[c:22]12
US05541195,6,[cH:1]1[cH:2][cH:3][c:4]([CH2:5][C@@H:6]2[CH2:7][C@@H:8]([N:9]([CH2:10][c:11]3[cH:12][cH:13][n:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]34)[C:41](=[O:40])[C:42]([F:43])([F:44])[F:45])[CH2:21][CH2:22][N:23]2[CH2:24][CH:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:38][cH:39]1>>[cH:1]1[cH:2][cH:3][c:4]([CH2:5][C@@H:6]2[CH2:7][C@@H:8]([NH:9][CH2:10][c:11]3[cH:12][cH:13][n:14][c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]34)[CH2:21][CH2:22][N:23]2[CH2:24][CH:25]([c:26]2[cH:27][cH:28][cH:29][cH:30][cH:31]2)[c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:38][cH:39]1
US04771045,9,[C:2](=[O:3])([CH2:4][S:5][C@H:6]1[NH:7][C:8](=[O:9])[C@H:10]1[NH:11][C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1)[O:32][CH3:31].[NH3:1]>>[NH2:1][C:2](=[O:3])[CH2:4][S:5][C@H:6]1[NH:7][C:8](=[O:9])[C@H:10]1[NH:11][C:12]([c:13]1[cH:14][cH:15][cH:16][cH:17][cH:18]1)([c:19]1[cH:20][cH:21][cH:22][cH:23][cH:24]1)[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1
US20130231328A1,5,[C:24](=[O:25])([O:26][C:27]([CH3:28])([CH3:29])[CH3:30])[O:42][C:40]([O:39][C:36]([CH3:35])([CH3:37])[CH3:38])=[O:41].[CH3:1][O:2][CH:3]([C:4]#[N:5])[CH2:6][C@H:7]1[CH2:8][CH2:9][c:10]2[s:11][c:12]3[n:13][cH:14][n:15][c:16]([O:17][CH:18]4[CH2:19][CH2:20][CH:21]([NH:22][CH3:23])[CH2:31][CH2:32]4)[c:33]3[c:34]21>>[CH3:1][O:2][CH:3]([C:4]#[N:5])[CH2:6][C@H:7]1[CH2:8][CH2:9][c:10]2[s:11][c:12]3[n:13][cH:14][n:15][c:16]([O:17][CH:18]4[CH2:19][CH2:20][CH:21]([N:22]([CH3:23])[C:24](=[O:25])[O:26][C:27]([CH3:28])([CH3:29])[CH3:30])[CH2:31][CH2:32]4)[c:33]3[c:34]21
US20070208001A1,2,[CH3:1][c:2]1[cH:3][c:4]([Br:5])[cH:6][cH:7][c:8]1[C:9]1([OH:10])[CH2:11][CH2:12][CH:13]([C:14](=[O:15])[OH:26])[CH2:24][CH2:25]1.[NH2:16][C@H:17]1[CH2:18][CH2:19][C@@H:20]([OH:21])[CH2:22][CH2:23]1>>[CH3:1][c:2]1[cH:3][c:4]([Br:5])[cH:6][cH:7][c:8]1[C:9]1([OH:10])[CH2:11][CH2:12][CH:13]([C:14](=[O:15])[NH:16][C@H:17]2[CH2:18][CH2:19][C@@H:20]([OH:21])[CH2:22][CH2:23]2)[CH2:24][CH2:25]1
US20070049581A1,2,[CH2:44]([CH2:45][N:46]1[CH2:47][CH2:48][O:49][CH2:50][CH2:51]1)[OH:60].[NH2:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([CH2:7][C@@H:8]([O:9][C:10](=[O:11])[N:12]2[CH2:13][CH2:14][CH:15]([N:16]3[CH2:17][CH2:18][c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]4[NH:25][C:26]3=[O:27])[CH2:28][CH2:29]2)[C:30](=[O:31])[N:32]2[CH2:33][CH2:34][CH:35]([N:36]3[CH2:37][CH2:38][CH2:39][C@@H:40]3[C:41](=[O:42])[OH:43])[CH2:52][CH2:53]2)[cH:54][c:55]1[C:56]([F:57])([F:58])[F:59]>>[NH2:1][c:2]1[c:3]([Cl:4])[cH:5][c:6]([CH2:7][C@@H:8]([O:9][C:10](=[O:11])[N:12]2[CH2:13][CH2:14][CH:15]([N:16]3[CH2:17][CH2:18][c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]4[NH:25][C:26]3=[O:27])[CH2:28][CH2:29]2)[C:30](=[O:31])[N:32]2[CH2:33][CH2:34][CH:35]([N:36]3[CH2:37][CH2:38][CH2:39][C@@H:40]3[C:41](=[O:42])[O:43][CH2:44][CH2:45][N:46]3[CH2:47][CH2:48][O:49][CH2:50][CH2:51]3)[CH2:52][CH2:53]2)[cH:54][c:55]1[C:56]([F:57])([F:58])[F:59]
